animal_id;data_nasc;sexo;grupo;data_peso_anterior;peso_anterior;data_peso_atual;peso_atual
PT635778549;25-04-2025;F;MRUIVO14;;;;
PT635778860;19-04-2025;F;ENFERMARIA MR;;;;
PT635778865;27-04-2025;M;MRUIVO25;;;;
PT635892597;20-04-2025;F;MRUIVO20;;;;
PT635895208;04-01-2025;M;MRUIVO21;;;;
PT635895609;28-12-2024;F;MRUIVO14;;;;
PT635906800;28-01-2025;M;TROLHO16;;;;
PT635907579;21-01-2025;F;MRUIVO13;;;;
PT635909172;05-05-2025;M;MRUIVO20;;;;
PT635909177;22-05-2025;M;MRUIVO20;;;;
PT635909559;20-07-2025;M;ENF, TR FRISIOS;;;;
PT635911373;01-04-2025;M;MRUIVO16;;;;
PT635911613;22-03-2025;M;MRUIVO16;;;;
PT635911854;31-01-2025;F;TROLHO91;;;;
PT635911972;29-01-2025;M;TROLHO13;;;;
PT635915031;01-05-2025;M;MRUIVO23;;;;
PT635922381;17-01-2025;M;MRUIVO22;;;;
PT635926063;20-01-2025;M;TROLHO21;;;;
PT635928623;04-12-2024;M;TROLHO16;;;;
PT635928628;04-12-2024;F;TROLHO79;;;;
PT635928642;01-01-2025;M;TROLHO14;;;;
PT635928647;01-01-2025;F;TROLHO79;;;;
PT635928661;08-01-2025;M;TROLHO14;;;;
PT635928666;13-01-2025;M;TROLHO14;;;;
PT635928680;04-12-2024;M;TROLHO10;;;;
PT635928685;10-12-2024;F;TROLHO79;;;;
PT635928703;01-01-2025;M;TROLHO10;;;;
PT635928708;01-01-2025;M;TROLHO10;;;;
PT635928722;04-11-2024;F;TROLHO81;;;;
PT635928727;05-11-2024;F;TROLHO81;;;;
PT635928741;11-11-2024;M;TROLHO14;;;;
PT635928746;13-11-2024;M;TROLHO16;;;;
PT635928760;02-12-2024;F;TROLHO79;;;;
PT635928765;03-12-2024;M;TROLHO14;;;;
PT635928789;19-11-2024;M;TROLHO19;;;;
PT635928802;02-12-2024;M;TROLHO19;;;;
PT635928807;10-12-2024;M;TROLHO19;;;;
PT635929279;02-01-2025;M;TROLHO14;;;;
PT635929293;30-01-2025;F;TROLHO79;;;;
PT635929298;14-02-2025;F;TROLHO79;;;;
PT635929311;27-03-2025;F;TROLHO60;;;;
PT635929854;04-03-2025;F;MRUIVO13;;;;
PT635929859;05-03-2025;M;MRUIVO22;;;;
PT635929878;09-03-2025;F;MRUIVO13;;;;
PT635931715;01-06-2025;M;TROLHO18;;;;
PT635937613;29-12-2024;F;TROLHO91;;;;
PT635949197;26-01-2025;F;MRUIVO12;;;;
PT635949210;03-03-2025;M;MRUIVO22;;;;
PT635949692;20-06-2025;M;MRUIVO21;;;;
PT635949734;05-04-2025;F;MRUIVO14;;;;
PT635955617;28-03-2025;M;TROLHO16;;;;
PT635955679;04-03-2025;F;MRUIVO12;;;;
PT635956282;02-04-2025;M;TROLHO15;;;;
PT635956287;02-04-2025;M;MRUIVO17;;;;
PT635957277;25-03-2025;M;TROLHO11;;;;
PT635959271;15-03-2025;M;MRUIVO26;;;;
PT635959276;16-03-2025;F;MRUIVO13;;;;
PT635959295;29-06-2025;M;MRUIVO26;;;;
PT635959412;07-06-2025;M;MRUIVO16;;;;
PT635959436;07-06-2025;M;MRUIVO21;;;;
PT635959493;09-06-2025;M;MRUIVO21;;;;
PT635959974;02-03-2025;F;MRUIVO12;;;;
PT635959979;18-03-2025;M;MRUIVO21;;;;
PT635960581;19-02-2025;F;MRUIVO12;;;;
PT635970325;24-01-2025;M;MRUIVO16;;;;
PT635970641;14-04-2025;F;TROLHO60;;;;
PT635971094;29-01-2025;M;MRUIVO16;;;;
PT635971315;10-05-2025;F;MRUIVO12;;;;
PT635971759;08-03-2025;F;MRUIVO12;;;;
PT635972442;18-05-2025;F;MRUIVO12;;;;
PT635972461;24-04-2025;M;MRUIVO16;;;;
PT635974767;23-02-2025;F;MRUIVO20;;;;
PT635974828;12-02-2025;M;MRUIVO20;;;;
PT635977497;02-01-2025;M;TROLHO12;;;;
PT635977510;07-01-2025;M;TROLHO24;;;;
PT635977515;08-01-2025;F;TROLHO79;;;;
PT635977534;29-01-2025;F;TROLHO90;;;;
PT635977539;30-01-2025;M;TROLHO2;;;;
PT635977553;06-02-2025;F;TROLHO90;;;;
PT635977577;16-01-2025;M;TROLHO90;;;;
PT635978208;06-02-2025;F;MRUIVO10;;;;
PT635978227;25-04-2025;F;MRUIVO10;;;;
PT635978401;28-01-2025;F;TROLHO79;;;;
PT635978406;29-01-2025;M;TROLHO19;;;;
PT635978420;05-03-2025;F;TROLHO79;;;;
PT635978425;05-03-2025;M;TROLHO19;;;;
PT635978444;09-04-2025;F;TROLHO89;;;;
PT635978449;05-03-2025;F;TROLHO89;;;;
PT635978487;24-03-2025;F;TROLHO79;;;;
PT635982786;04-03-2025;M;MRUIVO21;;;;
PT635982804;05-05-2025;M;MRUIVO21;;;;
PT635982809;05-05-2025;F;MRUIVO12;;;;
PT635982823;24-05-2025;M;MRUIVO17;;;;
PT635983634;24-01-2025;M;TROLHO14;;;;
PT635983639;31-01-2025;M;TROLHO16;;;;
PT635983653;26-03-2025;F;TROLHO89;;;;
PT635983658;09-04-2025;M;TROLHO8;;;;
PT635983733;11-02-2025;F;TROLHO60;;;;
PT635983738;12-02-2025;F;TROLHO60;;;;
PT635983752;27-03-2025;F;TROLHO18;;;;
PT635983757;01-04-2025;F;TROLHO60;;;;
PT635983771;02-05-2025;M;TROLHO18;;;;
PT635983832;19-02-2025;F;TROLHO90;;;;
PT635983856;05-03-2025;F;TROLHO60;;;;
PT635983936;27-03-2025;F;TROLHO89;;;;
PT635984087;26-03-2025;M;TROLHO2;;;;
PT635984100;30-04-2025;M;TROLHO18;;;;
PT635984884;09-04-2025;M;TROLHO18;;;;
PT635984889;17-04-2025;F;TROLHO89;;;;
PT635984902;02-06-2025;F;TROLHO60;;;;
PT635984907;05-06-2025;F;MRUIVO10;;;;
PT635984921;05-08-2025;M;MRUIVO23;;;;
PT635986024;24-04-2025;F;MRUIVO13;;;;
PT635989853;25-04-2025;M;MRUIVO16;;;;
PT635989858;25-04-2025;F;MRUIVO12;;;;
PT635989872;25-04-2025;M;MRUIVO16;;;;
PT635990540;20-05-2025;F;MRUIVO9;;;;
PT635990545;08-07-2025;M;MRUIVO20;;;;
PT636019580;11-02-2025;M;MRUIVO16;;;;
PT636021960;24-04-2025;M;MRUIVO17;;;;
PT636021965;19-05-2025;M;MRUIVO17;;;;
PT636023629;28-03-2025;M;MRUIVO22;;;;
PT636024633;30-12-2024;F;MRUIVO14;;;;
PT636027245;30-03-2025;F;MRUIVO12;;;;
PT636027929;11-05-2025;F;MRUIVO9;;;;
PT636027986;17-03-2025;M;TROLHO18;;;;
PT636029621;25-04-2025;M;MRUIVO20;;;;
PT636032671;14-04-2025;M;MRUIVO15;;;;
PT636032676;21-05-2025;M;MRUIVO15;;;;
PT636034472;26-07-2025;M;ENF, TR FRISIOS;;;;
PT636040652;09-08-2025;M;MRUIVO16;;;;
PT636040657;30-06-2025;F;MRUIVO12;;;;
PT636042033;14-02-2025;F;MRUIVO12;;;;
PT636042095;13-06-2025;M;MRUIVO15;;;;
PT636042217;30-03-2025;M;MRUIVO16;;;;
PT636042699;21-04-2025;M;MRUIVO20;;;;
PT636043689;05-04-2025;M;MRUIVO20;;;;
PT636043764;31-03-2025;F;MRUIVO12;;;;
PT636044278;13-04-2025;F;MRUIVO12;;;;
PT636044353;07-04-2025;F;MRUIVO12;;;;
PT636044358;08-04-2025;F;MRUIVO9;;;;
PT636044452;02-04-2025;F;MRUIVO12;;;;
PT636050972;22-02-2025;M;SEM PARQUE;;;;
PT636050991;30-04-2025;M;MRUIVO26;;;;
PT636052990;13-02-2025;M;TROLHO9;;;;
PT636052995;07-03-2025;F;TROLHO89;;;;
PT636055385;03-04-2025;F;TROLHO89;;;;
PT636055403;02-05-2025;M;TROLHO2;;;;
PT636055408;14-05-2025;M;TROLHO18;;;;
PT636061480;12-02-2025;M;MRUIVO21;;;;
PT636061485;16-02-2025;M;MRUIVO16;;;;
PT636063984;01-05-2025;M;MRUIVO22;;;;
PT636065469;14-05-2025;M;MRUIVO19;;;;
PT636066558;30-04-2025;F;TROLHO90;;;;
PT636067562;16-02-2025;M;TROLHO17;;;;
PT636067567;17-02-2025;M;TROLHO17;;;;
PT636067604;15-02-2025;M;TROLHO18;;;;
PT636067609;01-06-2025;M;TROLHO9;;;;
PT636067623;01-03-2025;M;MRUIVO26;;;;
PT636067628;01-03-2025;F;MRUIVO13;;;;
PT636072615;02-03-2025;F;MRUIVO10;;;;
PT636072634;07-03-2025;F;MRUIVO10;;;;
PT636072639;10-03-2025;M;MRUIVO18;;;;
PT636072653;14-03-2025;F;MRUIVO10;;;;
PT636072658;17-03-2025;F;MRUIVO10;;;;
PT636072677;24-03-2025;F;MRUIVO10;;;;
PT636072691;26-03-2025;F;MRUIVO10;;;;
PT636072714;10-05-2025;M;MRUIVO18;;;;
PT636072719;11-05-2025;F;MRUIVO10;;;;
PT636072733;18-05-2025;F;MRUIVO13;;;;
PT636072752;03-06-2025;F;MRUIVO10;;;;
PT636072776;10-06-2025;M;MRUIVO18;;;;
PT636086032;15-03-2025;F;TROLHO91;;;;
PT636086037;15-03-2025;M;TROLHO11;;;;
PT636089262;21-04-2025;F;MRUIVO9;;;;
PT636089828;16-05-2025;F;MRUIVO10;;;;
PT636094372;15-04-2025;M;MRUIVO21;;;;
PT636094457;30-03-2025;M;TROLHO13;;;;
PT636095508;28-03-2025;M;TROLHO17;;;;
PT636095522;31-03-2025;F;TROLHO91;;;;
PT636095527;01-04-2025;F;TROLHO91;;;;
PT636098214;06-06-2025;M;MRUIVO19;;;;
PT636098252;22-06-2025;M;MRUIVO19;;;;
PT636098337;12-07-2025;M;MRUIVO19;;;;
PT636098351;14-07-2025;F;MRUIVO10;;;;
PT636099209;28-05-2025;M;ENFERMARIA MR;;;;
PT636099223;28-05-2025;F;MRUIVO13;;;;
PT636100023;09-05-2025;F;MRUIVO13;;;;
PT636100028;12-05-2025;M;MRUIVO22;;;;
PT636104144;22-05-2025;F;MRUIVO13;;;;
PT636108444;23-04-2025;M;TROLHO13;;;;
PT636108449;23-04-2025;M;TROLHO11;;;;
PT636108463;23-04-2025;F;TROLHO91;;;;
PT636108468;23-04-2025;M;TROLHO11;;;;
PT636108666;14-09-2025;M;MRUIVO16;;;;
PT636110027;15-05-2025;F;TROLHO60;;;;
PT636123534;15-05-2025;M;MRUIVO20;;;;
PT636123539;05-08-2025;M;MRUIVO20;;;;
PT636124703;05-07-2025;M;MRUIVO21;;;;
PT636127112;15-04-2025;M;MRUIVO17;;;;
PT636127198;05-05-2025;M;MRUIVO21;;;;
PT636135297;23-07-2025;M;MRUIVO22;;;;
PT636135353;25-07-2025;F;TROLHO89;;;;
PT636136164;07-06-2025;F;MRUIVO10;;;;
PT636136169;12-07-2025;M;MRUIVO26;;;;
PT636136485;28-05-2025;M;MRUIVO17;;;;
PT636138040;18-06-2025;M;MRUIVO15;;;;
PT636140722;16-04-2025;M;MRUIVO18;;;;
PT636140727;16-04-2025;M;MRUIVO18;;;;
PT636140746;14-08-2025;M;MRUIVO18;;;;
PT636143099;22-04-2025;M;TROLHO9;;;;
PT636143310;17-08-2025;M;TROLHO9;;;;
PT636143315;17-08-2025;M;TROLHO9;;;;
PT636147399;27-06-2025;M;TROLHO11;;;;
PT636147412;01-07-2025;M;TROLHO13;;;;
PT636147431;08-07-2025;M;TROLHO13;;;;
PT636147436;10-07-2025;M;TROLHO11;;;;
PT636147639;14-06-2025;M;MRUIVO15;;;;
PT724592740;15-05-2025;F;VITELEIRO TROLHO;;;;
PT724778743;29-07-2025;M;ENF, TR FRISIOS;;;;
PT724778762;14-08-2025;M;ENF, TR FRISIOS;;;;
PT733935101;07-03-2025;M;MRUIVO16;;;;
PT734108955;09-02-2025;M;MRUIVO25;;;;
PT734364078;25-03-2025;F;MRUIVO12;;;;
PT734546714;10-04-2025;F;MRUIVO12;;;;
PT734548978;17-03-2025;M;MRUIVO26;;;;
PT734635376;20-03-2025;F;MRUIVO14;;;;
PT734635395;08-04-2025;F;MRUIVO14;;;;
PT734815419;19-01-2025;M;MRUIVO21;;;;
PT734854208;26-07-2025;M;ENF, TR FRISIOS;;;;
PT734867074;12-06-2025;F;MRUIVO10;;;;
PT734867079;16-06-2025;F;MRUIVO10;;;;
PT734937086;03-04-2025;M;MRUIVO16;;;;
PT735016266;05-12-2024;F;TROLHO90;;;;
PT735088102;23-10-2024;M;TROLHO14;;;;
PT735088107;25-10-2024;F;TROLHO81;;;;
PT735107568;16-12-2024;M;SEM PARQUE;;;;
PT735178211;16-08-2025;F;MRUIVO14;;;;
PT735179282;24-08-2025;F;MRUIVO14;;;;
PT735216869;24-03-2024;M;SEM PARQUE;;;;
PT735229277;15-05-2025;F;MRUIVO10;;;;
PT735244300;12-08-2025;M;ENF, TR FRISIOS;;;;
PT735244305;29-07-2025;M;ENF, TR FRISIOS;;;;
PT735259359;25-12-2024;F;TROLHO60;;;;
PT735277230;25-10-2024;F;TROLHO90;;;;
PT735279512;28-10-2024;F;TROLHO81;;;;
PT735279517;06-11-2024;F;TROLHO81;;;;
PT735279531;12-11-2024;F;TROLHO81;;;;
PT735279536;21-11-2024;F;TROLHO79;;;;
PT735279550;16-10-2024;F;TROLHO81;;;;
PT735279555;05-11-2024;F;TROLHO81;;;;
PT735279574;12-11-2024;F;TROLHO81;;;;
PT735279579;04-12-2024;M;TROLHO18;;;;
PT735289658;08-03-2025;M;MRUIVO16;;;;
PT735304950;31-12-2024;M;TROLHO14;;;;
PT735311403;01-04-2025;M;MRUIVO21;;;;
PT735311408;02-04-2025;M;MRUIVO16;;;;
PT735312153;20-06-2025;F;MRUIVO12;;;;
PT735321167;02-08-2025;M;ENF, TR FRISIOS;;;;
PT735321228;10-07-2025;M;MRUIVO19;;;;
PT735325962;05-08-2025;M;ENF, TR FRISIOS;;;;
PT735325986;21-08-2025;M;ENF, TR FRISIOS;;;;
PT735344833;29-07-2025;M;ENF, TR FRISIOS;;;;
PT735344852;10-08-2025;M;ENF, TR FRISIOS;;;;
PT735344871;24-08-2025;F;MRUIVO10;;;;
PT735350674;24-06-2025;F;MRUIVO10;;;;
PT735373925;16-07-2025;M;ENF, TR FRISIOS;;;;
PT735569668;05-03-2025;F;TROLHO89;;;;
PT735571864;24-03-2025;F;TROLHO91;;;;
PT735572019;15-02-2025;M;TROLHO20;;;;
PT735575843;17-11-2024;F;TROLHO90;;;;
PT735575848;19-11-2024;M;TROLHO12;;;;
PT735595261;18-03-2025;M;TROLHO9;;;;
PT735595266;04-04-2025;F;TROLHO60;;;;
PT735596034;20-10-2024;M;TROLHO19;;;;
PT735619271;20-05-2025;M;MRUIVO15;;;;
PT735641876;30-10-2024;M;TROLHO1;;;;
PT735646661;03-03-2025;M;MRUIVO21;;;;
PT735647590;30-12-2024;F;TROLHO79;;;;
PT735647595;31-12-2024;F;TROLHO79;;;;
PT735658404;31-07-2025;M;ENF, TR FRISIOS;;;;
PT735661911;20-01-2025;M;MRUIVO26;;;;
PT735663170;15-03-2025;F;MRUIVO12;;;;
PT735663194;12-07-2025;F;MRUIVO9;;;;
PT735663958;26-03-2025;F;MRUIVO12;;;;
PT735686148;26-12-2024;F;TROLHO91;;;;
PT735702411;01-05-2025;M;MRUIVO19;;;;
PT735702775;11-04-2025;F;MRUIVO14;;;;
PT735702794;17-05-2025;F;MRUIVO14;;;;
PT735707324;12-12-2024;M;MRUIVO22;;;;
PT735707329;30-12-2024;M;MRUIVO22;;;;
PT735707343;06-05-2025;F;MRUIVO13;;;;
PT735707348;08-05-2025;F;MRUIVO13;;;;
PT735708012;07-01-2025;F;TROLHO79;;;;
PT735708017;14-01-2025;F;TROLHO79;;;;
PT735708031;30-01-2025;M;TROLHO2;;;;
PT735708499;19-11-2024;M;TROLHO18;;;;
PT735708512;05-12-2024;M;TROLHO12;;;;
PT735708531;10-12-2024;M;TROLHO12;;;;
PT735708536;12-12-2024;F;TROLHO90;;;;
PT735727742;04-10-2024;M;TROLHO24;;;;
PT735727785;16-11-2024;M;TROLHO19;;;;
PT735727926;16-12-2024;M;TROLHO24;;;;
PT735736393;09-11-2024;F;TROLHO91;;;;
PT735736398;21-11-2024;F;TROLHO91;;;;
PT735736591;28-11-2024;M;TROLHO14;;;;
PT735736596;26-12-2024;M;TROLHO16;;;;
PT735748372;30-12-2024;M;TROLHO11;;;;
PT735748377;01-03-2025;M;TROLHO11;;;;
PT735753401;15-04-2025;F;TROLHO60;;;;
PT735761982;17-11-2024;F;ENFERMARIA MR;;;;
PT735763080;07-05-2025;F;TROLHO60;;;;
PT735764315;15-01-2025;F;TROLHO90;;;;
PT735764334;12-02-2025;M;TROLHO16;;;;
PT735764971;28-04-2025;F;MRUIVO9;;;;
PT735895217;04-01-2025;M;MRUIVO21;;;;
PT735895330;30-04-2025;M;TROLHO16;;;;
PT735895335;30-04-2025;M;TROLHO16;;;;
PT735907606;10-02-2025;M;MRUIVO26;;;;
PT735909167;26-04-2025;M;MRUIVO20;;;;
PT735909181;27-05-2025;M;MRUIVO20;;;;
PT735909186;05-07-2025;M;MRUIVO20;;;;
PT735909544;19-06-2025;F;MRUIVO10;;;;
PT735911844;26-01-2025;M;TROLHO8;;;;
PT735911967;21-01-2025;M;TROLHO13;;;;
PT735911981;20-01-2025;M;TROLHO13;;;;
PT735915002;28-07-2025;M;MRUIVO23;;;;
PT735915040;01-11-2025;F;MRUIVO12;;;;
PT735915045;01-11-2025;F;MRUIVO12;;;;
PT735916592;19-05-2025;M;MRUIVO18;;;;
PT735917341;10-03-2025;M;TROLHO16;;;;
PT735922371;18-12-2024;M;MRUIVO22;;;;
PT735922390;19-02-2025;M;MRUIVO16;;;;
PT735922395;13-03-2025;M;MRUIVO22;;;;
PT735925686;25-12-2024;M;TROLHO21;;;;
PT735926058;25-11-2024;M;TROLHO21;;;;
PT735928632;10-12-2024;M;TROLHO14;;;;
PT735928637;17-12-2024;F;TROLHO79;;;;
PT735928651;06-01-2025;F;TROLHO79;;;;
PT735928656;06-01-2025;F;TROLHO79;;;;
PT735928670;14-11-2024;M;TROLHO10;;;;
PT735928675;19-11-2024;F;TROLHO79;;;;
PT735928694;17-12-2024;M;TROLHO10;;;;
PT735928699;01-01-2025;M;TROLHO10;;;;
PT735928712;01-01-2025;M;TROLHO2;;;;
PT735928717;01-01-2025;M;TROLHO2;;;;
PT735928731;05-11-2024;M;TROLHO14;;;;
PT735928736;08-11-2024;F;TROLHO81;;;;
PT735928750;17-11-2024;F;TROLHO79;;;;
PT735928755;22-11-2024;M;TROLHO14;;;;
PT735928774;11-11-2024;M;TROLHO19;;;;
PT735928793;22-11-2024;M;TROLHO10;;;;
PT735928811;01-01-2025;F;TROLHO90;;;;
PT735928816;18-02-2025;F;TROLHO90;;;;
PT735929269;16-12-2024;F;TROLHO79;;;;
PT735929283;14-01-2025;M;TROLHO16;;;;
PT735929306;14-02-2025;M;TROLHO16;;;;
PT735929863;10-03-2025;M;MRUIVO22;;;;
PT735929868;12-03-2025;F;MRUIVO13;;;;
PT735931705;15-02-2025;M;TROLHO9;;;;
PT735938594;28-12-2024;F;TROLHO91;;;;
PT735943203;02-04-2025;M;MRUIVO22;;;;
PT735948234;20-03-2025;M;MRUIVO16;;;;
PT735948678;07-02-2025;M;MRUIVO21;;;;
PT735949281;28-03-2025;F;MRUIVO12;;;;
PT735949663;29-03-2025;M;MRUIVO21;;;;
PT735949682;24-03-2025;M;MRUIVO21;;;;
PT735949687;27-03-2025;M;MRUIVO21;;;;
PT735949729;20-03-2025;F;MRUIVO14;;;;
PT735955602;30-01-2025;M;TROLHO14;;;;
PT735955607;10-02-2025;F;TROLHO90;;;;
PT735955683;04-03-2025;F;MRUIVO12;;;;
PT735956253;15-01-2025;M;MRUIVO17;;;;
PT735956277;02-04-2025;M;TROLHO15;;;;
PT735956296;12-04-2025;M;MRUIVO17;;;;
PT735959266;14-03-2025;M;MRUIVO26;;;;
PT735959280;31-03-2025;M;MRUIVO26;;;;
PT735959303;01-07-2025;M;MRUIVO26;;;;
PT735959969;15-02-2025;F;MRUIVO12;;;;
PT735959983;31-03-2025;M;MRUIVO21;;;;
PT735970112;10-02-2025;F;MRUIVO12;;;;
PT735970117;11-02-2025;F;MRUIVO12;;;;
PT735970334;18-02-2025;M;MRUIVO16;;;;
PT735970617;27-02-2025;M;MRUIVO21;;;;
PT735971084;16-03-2025;F;MRUIVO12;;;;
PT735971324;11-05-2025;F;MRUIVO12;;;;
PT735971589;03-01-2025;M;TROLHO19;;;;
PT735971706;18-01-2025;F;MRUIVO12;;;;
PT735973507;11-03-2025;M;MRUIVO22;;;;
PT735974832;26-04-2025;M;MRUIVO20;;;;
PT735977500;06-01-2025;M;TROLHO10;;;;
PT735977505;06-01-2025;M;TROLHO10;;;;
PT735977524;29-01-2025;M;TROLHO2;;;;
PT735977529;14-01-2025;F;TROLHO90;;;;
PT735977581;16-01-2025;M;TROLHO19;;;;
PT735978231;11-05-2025;F;MRUIVO10;;;;
PT735978392;14-01-2025;F;TROLHO79;;;;
PT735978415;17-02-2025;M;TROLHO19;;;;
PT735978439;30-04-2025;F;TROLHO60;;;;
PT735978453;07-04-2025;F;TROLHO89;;;;
PT735978458;05-03-2025;F;TROLHO79;;;;
PT735978472;17-02-2025;F;TROLHO79;;;;
PT735978491;08-04-2025;M;TROLHO8;;;;
PT735978496;21-05-2025;F;TROLHO60;;;;
PT735982738;10-05-2025;F;MRUIVO14;;;;
PT735982818;20-04-2025;M;SEM PARQUE;;;;
PT735983025;16-04-2025;M;MRUIVO17;;;;
PT735983643;03-02-2025;F;TROLHO79;;;;
PT735983648;10-02-2025;M;TROLHO14;;;;
PT735983662;09-04-2025;F;TROLHO89;;;;
PT735983742;05-03-2025;M;TROLHO19;;;;
PT735983747;05-03-2025;M;TROLHO18;;;;
PT735983761;08-04-2025;F;TROLHO60;;;;
PT735983766;08-04-2025;F;TROLHO60;;;;
PT735983803;16-01-2025;M;TROLHO18;;;;
PT735983822;05-02-2025;F;TROLHO90;;;;
PT735983827;07-02-2025;F;TROLHO79;;;;
PT735983841;20-02-2025;M;TROLHO2;;;;
PT735983860;05-03-2025;M;TROLHO2;;;;
PT735983865;05-03-2025;F;TROLHO89;;;;
PT735983921;14-02-2025;M;TROLHO19;;;;
PT735983926;06-03-2025;F;TROLHO90;;;;
PT735983940;08-04-2025;F;TROLHO91;;;;
PT735984091;07-04-2025;M;TROLHO12;;;;
PT735984096;07-04-2025;M;TROLHO18;;;;
PT735984879;20-03-2025;F;TROLHO89;;;;
PT735984893;23-04-2025;F;TROLHO89;;;;
PT735984911;23-06-2025;M;MRUIVO23;;;;
PT735984916;22-07-2025;F;MRUIVO10;;;;
PT735986014;10-02-2025;F;MRUIVO13;;;;
PT735989843;24-04-2025;M;MRUIVO16;;;;
PT735989867;25-04-2025;F;MRUIVO12;;;;
PT735989928;12-04-2025;M;MRUIVO15;;;;
PT735990493;23-03-2025;M;MRUIVO26;;;;
PT735990511;28-02-2025;M;TROLHO15;;;;
PT735990790;22-01-2025;F;MRUIVO10;;;;
PT735990795;22-01-2025;M;MRUIVO23;;;;
PT736021955;18-04-2025;F;MRUIVO10;;;;
PT736023633;28-03-2025;F;MRUIVO13;;;;
PT736023831;06-06-2025;F;MRUIVO9;;;;
PT736027396;20-02-2025;F;MRUIVO12;;;;
PT736028107;17-06-2025;F;TROLHO89;;;;
PT736032661;27-03-2025;F;MRUIVO14;;;;
PT736032666;05-04-2025;M;MRUIVO15;;;;
PT736037159;27-07-2025;M;ENF, TR FRISIOS;;;;
PT736037173;08-06-2025;F;MRUIVO10;;;;
PT736040722;16-03-2025;M;MRUIVO22;;;;
PT736042202;03-03-2025;M;MRUIVO16;;;;
PT736042207;11-03-2025;M;MRUIVO21;;;;
PT736042689;06-03-2025;F;MRUIVO12;;;;
PT736042702;22-04-2025;F;MRUIVO9;;;;
PT736043513;27-03-2025;M;MRUIVO21;;;;
PT736043518;01-04-2025;M;MRUIVO21;;;;
PT736043693;06-04-2025;M;MRUIVO20;;;;
PT736043730;30-04-2025;M;MRUIVO16;;;;
PT736044201;16-06-2025;M;MRUIVO15;;;;
PT736044220;18-06-2025;M;MRUIVO21;;;;
PT736050967;20-02-2025;F;MRUIVO13;;;;
PT736050986;28-04-2025;F;MRUIVO10;;;;
PT736051112;30-04-2025;M;MRUIVO15;;;;
PT736051117;12-05-2025;F;MRUIVO14;;;;
PT736051131;19-06-2025;F;MRUIVO14;;;;
PT736052942;21-04-2025;F;MRUIVO13;;;;
PT736055394;14-05-2025;M;TROLHO2;;;;
PT736055399;02-05-2025;M;TROLHO2;;;;
PT736064629;23-03-2025;M;MRUIVO18;;;;
PT736065459;22-04-2025;M;MRUIVO19;;;;
PT736065478;29-05-2025;F;MRUIVO10;;;;
PT736067552;15-02-2025;F;TROLHO91;;;;
PT736067576;18-02-2025;M;TROLHO17;;;;
PT736067590;20-02-2025;F;TROLHO91;;;;
PT736072605;24-02-2025;M;MRUIVO18;;;;
PT736072624;05-03-2025;M;MRUIVO18;;;;
PT736072629;06-03-2025;F;MRUIVO10;;;;
PT736072643;12-03-2025;F;MRUIVO10;;;;
PT736072648;13-03-2025;M;MRUIVO18;;;;
PT736072662;18-03-2025;M;MRUIVO18;;;;
PT736072681;25-03-2025;M;MRUIVO18;;;;
PT736072704;31-03-2025;F;MRUIVO10;;;;
PT736072709;19-04-2025;M;MRUIVO18;;;;
PT736072723;14-05-2025;M;MRUIVO18;;;;
PT736072728;16-05-2025;M;MRUIVO18;;;;
PT736072742;01-06-2025;M;MRUIVO18;;;;
PT736072747;02-06-2025;F;MRUIVO10;;;;
PT736072761;06-06-2025;M;MRUIVO18;;;;
PT736072780;12-06-2025;M;MRUIVO18;;;;
PT736072785;15-06-2025;F;MRUIVO10;;;;
PT736085193;20-06-2025;M;TROLHO22;;;;
PT736085372;21-04-2025;M;TROLHO15;;;;
PT736085556;08-04-2025;M;MRUIVO26;;;;
PT736086027;15-03-2025;F;TROLHO60;;;;
PT736086041;15-03-2025;F;TROLHO60;;;;
PT736086046;15-03-2025;M;TROLHO13;;;;
PT736086060;15-03-2025;M;TROLHO11;;;;
PT736089276;14-07-2025;M;MRUIVO20;;;;
PT736094343;15-04-2025;M;MRUIVO16;;;;
PT736094348;05-05-2025;F;MRUIVO12;;;;
PT736094466;14-03-2025;M;TROLHO13;;;;
PT736095499;27-03-2025;M;TROLHO17;;;;
PT736095579;04-04-2025;M;MRUIVO21;;;;
PT736095772;21-04-2025;M;MRUIVO20;;;;
PT736095819;02-03-2025;M;TROLHO9;;;;
PT736095852;12-05-2025;F;MRUIVO14;;;;
PT736098204;03-08-2025;M;ENF, TR FRISIOS;;;;
PT736098209;05-08-2025;M;ENF, TR FRISIOS;;;;
PT736098322;07-07-2025;M;ENF, TR FRISIOS;;;;
PT736098327;09-07-2025;M;MRUIVO19;;;;
PT736098341;12-07-2025;M;MRUIVO19;;;;
PT736098346;14-07-2025;F;MRUIVO10;;;;
PT736098389;01-08-2025;M;ENF, TR FRISIOS;;;;
PT736098402;02-08-2025;M;ENF, TR FRISIOS;;;;
PT736098667;01-04-2025;F;TROLHO89;;;;
PT736099218;28-05-2025;M;MRUIVO17;;;;
PT736099256;27-04-2025;M;TROLHO9;;;;
PT736099270;30-04-2025;M;MRUIVO17;;;;
PT736100032;14-05-2025;M;MRUIVO17;;;;
PT736104134;09-05-2025;F;MRUIVO13;;;;
PT736104139;20-05-2025;M;MRUIVO26;;;;
PT736108434;23-04-2025;M;TROLHO11;;;;
PT736108439;23-04-2025;M;TROLHO11;;;;
